persona,class_type,credit_price,current_streak,social_score,days_since_last_booking,prob,booked
Lagree Loyalist,HIIT,8,92,0.03539080856490795,5,0.6608836378519035,0
HIIT Hustler,Heated Mat Pilates,19,21,0.6023803842073616,5,0.26070917178714764,1
Balanced Burner,Lagree,17,2,0.9742645444704383,21,0.16690531373996875,0
HIIT Hustler,Boxing,10,35,0.38551265969553095,13,0.3341785296264877,1
Lagree Loyalist,Yoga Sculpt,10,24,0.040409612120907545,19,0.3243714281523326,0
Lagree Loyalist,Lagree,10,22,0.3136373706265787,24,0.49104656276972736,0
Lagree Loyalist,HIIT,14,64,0.15749853405245995,7,0.48413011251005916,0
Balanced Burner,Boxing,20,36,0.28771219475689946,6,0.24348144138906752,0
Lagree Loyalist,Lagree,18,20,0.31793926981393983,6,0.5524967033017888,1
Pilates Princess,HIIT,18,93,0.23534300274356434,16,0.3413399823538148,0
Pilates Princess,HIIT,7,63,0.7321493091505911,20,0.5302317418901515,0
Boxing Baddie,Lagree,11,45,0.7417498047801091,15,0.36490788543694375,1
Lagree Loyalist,Yoga Sculpt,13,95,0.17191348783030003,29,0.30431112899291873,0
Pilates Princess,Yoga Sculpt,15,46,0.03389917476485482,14,0.3423024634190581,0
Lagree Loyalist,Lagree,15,87,0.4134074773568841,16,0.6327527657618565,1
Balanced Burner,Heated Mat Pilates,9,47,0.7765466129590504,11,0.6219807406961186,1
Pilates Princess,Reformer Pilates,18,36,0.4946362962436798,27,0.36292715831046296,0
Balanced Burner,Yoga Sculpt,19,90,0.7319132509512878,1,0.40120998717671275,1
Pilates Princess,HIIT,20,34,0.6757463991769201,3,0.43976230095583174,0
Mindful Muse,Yoga Sculpt,6,15,0.3060345424642279,1,0.7469505039452786,0
Mindful Muse,Boxing,10,67,0.9190674885823694,11,0.5049065913499177,1
Boxing Baddie,Heated Mat Pilates,10,29,0.7681411678258417,4,0.48627109775493077,0
Boxing Baddie,Lagree,9,17,0.5415636116142525,11,0.3667422611076051,0
Boxing Baddie,Heated Mat Pilates,7,5,0.05972482767763099,6,0.3810396951864522,0
Balanced Burner,Reformer Pilates,12,45,0.10453588927482182,9,0.3421699136736442,0
Pilates Princess,Yoga Sculpt,18,40,0.17784024650603558,24,0.20569388124328958,0
Mindful Muse,Boxing,12,47,0.9089154394418872,24,0.28609339720222515,0
Lagree Loyalist,HIIT,16,14,0.7696845526531577,0,0.5234354985006928,0
HIIT Hustler,Boxing,8,6,0.7803709849962778,2,0.48403325454926066,0
Mindful Muse,HIIT,15,36,0.10511493982989673,7,0.3335985319261983,0
Mindful Muse,Heated Mat Pilates,20,25,0.3026759446737042,20,0.150724544019321,0
Lagree Loyalist,Boxing,20,64,0.9696426924697188,22,0.30869777354125866,1
Mindful Muse,Boxing,11,25,0.982118930714343,18,0.3458905203488888,0
Mindful Muse,Lagree,7,49,0.5431716924607815,11,0.5003171692035367,1
Mindful Muse,Reformer Pilates,18,29,0.9405577486036343,5,0.3682394824060378,0
Boxing Baddie,Lagree,16,86,0.7066892135121533,29,0.21371845782546625,0
Boxing Baddie,Yoga Sculpt,6,33,0.9278161188547271,10,0.5202159880461643,0
Pilates Princess,Boxing,14,45,0.5525498083743451,8,0.4953188628246142,0
Boxing Baddie,Heated Mat Pilates,16,66,0.13594441033436178,15,0.2557783239536984,0
Mindful Muse,Heated Mat Pilates,15,18,0.8429206331697434,0,0.4613692067478234,1
HIIT Hustler,HIIT,17,57,0.8404845498462912,1,0.6085319144210666,0
Boxing Baddie,Yoga Sculpt,17,30,0.07297637299916182,12,0.20529682629274737,0
Pilates Princess,HIIT,6,12,0.44403851942773953,21,0.4383205699902862,0
Pilates Princess,Lagree,15,28,0.8237570317552276,0,0.5870730398810323,0
Balanced Burner,Heated Mat Pilates,10,52,0.563705966314869,7,0.6408630036034824,1
Mindful Muse,Heated Mat Pilates,8,73,0.27475622056907467,20,0.3793995721162119,0
HIIT Hustler,Boxing,14,16,0.4598999600571583,26,0.14553859669370164,1
HIIT Hustler,Reformer Pilates,13,30,0.8268177041534075,12,0.3138987588629714,0
Balanced Burner,Boxing,9,51,0.10009548721365447,13,0.3577894892216366,0
HIIT Hustler,Lagree,17,40,0.639011167754298,21,0.1767830282353254,1
Pilates Princess,Yoga Sculpt,13,91,0.9145836720172209,13,0.5553452455414649,0
Lagree Loyalist,Reformer Pilates,10,56,0.5774621348021526,26,0.3762436897582707,0
Pilates Princess,Boxing,18,7,0.5283393948023787,13,0.3119904151588004,1
Boxing Baddie,Heated Mat Pilates,17,93,0.9889721759881478,26,0.26337231474102535,0
Lagree Loyalist,Yoga Sculpt,15,92,0.3165727550261823,5,0.5685514771766917,1
HIIT Hustler,HIIT,13,53,0.7876691080755385,21,0.42979213925930315,1
Mindful Muse,Lagree,17,76,0.021655033139014068,14,0.2698590155778226,1
Lagree Loyalist,HIIT,16,55,0.3895420841607631,4,0.4984313177710204,0
Pilates Princess,Heated Mat Pilates,7,26,0.08932783262842492,12,0.5036659133885405,0
Pilates Princess,Reformer Pilates,20,62,0.2949682173670072,29,0.3116287142130062,0
Boxing Baddie,HIIT,13,66,0.7052526115002067,24,0.27024622511858143,0
Pilates Princess,Heated Mat Pilates,12,25,0.27091947660968707,10,0.4502797981421989,0
Boxing Baddie,HIIT,18,91,0.0019237285785150826,18,0.22792973946612446,0
Pilates Princess,Lagree,11,54,0.6147853683759371,14,0.4993481714162582,1
Balanced Burner,HIIT,13,43,0.13037437323910772,3,0.39272128592763694,0
HIIT Hustler,Lagree,19,73,0.6185696980952391,24,0.16473249945840648,0
Mindful Muse,Lagree,12,44,0.02643603405304351,29,0.17720124414958616,0
Boxing Baddie,Boxing,10,82,0.8919041717122881,17,0.6533850447719661,1
Balanced Burner,Yoga Sculpt,10,79,0.05400504561120134,21,0.2811431066274748,1
HIIT Hustler,Reformer Pilates,16,41,0.8915147231936438,0,0.4193248444914438,0
Boxing Baddie,HIIT,18,92,0.9604988170300751,0,0.5419634076000521,1
Lagree Loyalist,Boxing,15,96,0.4655947998937817,16,0.46191314301556885,1
Balanced Burner,Heated Mat Pilates,18,25,0.40228167414195737,22,0.27006052922747903,1
Boxing Baddie,Yoga Sculpt,12,20,0.5590886196100541,26,0.18235756906581815,0
Balanced Burner,Reformer Pilates,20,24,0.042205713979095894,27,0.08969715527071669,1
Balanced Burner,Yoga Sculpt,19,79,0.9669326868805806,8,0.32411595472835164,0
Balanced Burner,HIIT,18,58,0.2279488726331661,12,0.2347618784406279,0
Lagree Loyalist,Boxing,13,38,0.6557033746423386,8,0.5143515629755668,0
Pilates Princess,HIIT,17,65,0.3912872548836641,21,0.2912426673992596,0
Balanced Burner,HIIT,9,41,0.8572603068008481,25,0.2674063231631709,0
HIIT Hustler,Reformer Pilates,8,21,0.7027220495491884,15,0.3470156268306377,1
Pilates Princess,Yoga Sculpt,7,1,0.9632640248514851,11,0.5930605291461041,1
Lagree Loyalist,Heated Mat Pilates,11,58,0.6697522426495549,2,0.6650434033635025,1
Mindful Muse,Yoga Sculpt,12,10,0.24562905072282237,15,0.46213553774956334,0
Lagree Loyalist,Reformer Pilates,7,80,0.11113063295163761,15,0.5490117059000007,0
Mindful Muse,Lagree,17,40,0.9895258178076278,28,0.17884539710589886,0
HIIT Hustler,Lagree,7,91,0.6821977687425534,23,0.38500906003196994,1
Mindful Muse,Lagree,18,3,0.3206649565265932,2,0.3113674663434746,0
Boxing Baddie,Heated Mat Pilates,8,26,0.8212166120523813,27,0.2601110034615718,1
Balanced Burner,Reformer Pilates,9,45,0.6664129928071235,25,0.2601717447363634,0
Pilates Princess,Reformer Pilates,20,65,0.4843041501283526,24,0.39344647883923295,0
Boxing Baddie,Lagree,10,99,0.6661632542249504,23,0.3951014064463818,1
Pilates Princess,Reformer Pilates,9,54,0.6489316099804053,28,0.5681889233651078,1
Balanced Burner,Reformer Pilates,9,37,0.9588850333721355,24,0.27942119338413335,0
Pilates Princess,HIIT,19,99,0.7465899171578689,7,0.49957373974800107,0
Lagree Loyalist,Heated Mat Pilates,8,4,0.7087855310505063,25,0.3468920753141586,0
Balanced Burner,Reformer Pilates,12,27,0.6925517856839758,19,0.2559293682581533,0
Balanced Burner,Boxing,12,8,0.0281031937540992,3,0.36318449149055426,0
Pilates Princess,Lagree,16,77,0.0677520447143497,22,0.27665321227166634,1
Boxing Baddie,Yoga Sculpt,9,84,0.3372205391171591,20,0.3786247093559418,0
Mindful Muse,Yoga Sculpt,19,57,0.1573540404222339,25,0.27586656607702775,0
HIIT Hustler,Heated Mat Pilates,18,75,0.7404322717090734,19,0.2239367604613241,0
Mindful Muse,Reformer Pilates,6,52,0.1523284864426846,16,0.4238304198207208,1
Lagree Loyalist,HIIT,18,50,0.846778907826412,6,0.49201751447046677,1
Balanced Burner,Reformer Pilates,19,46,0.9108273643917241,26,0.1398240889907395,0
Balanced Burner,Lagree,7,40,0.10085905835518938,21,0.29323118715207186,0
Lagree Loyalist,Boxing,9,14,0.9734402256398753,25,0.3836851013052077,1
HIIT Hustler,Reformer Pilates,9,46,0.09197042671004785,13,0.34968846558867983,0
Balanced Burner,Yoga Sculpt,13,91,0.7132905255530597,7,0.4449706075114845,0
Mindful Muse,Yoga Sculpt,16,74,0.970252603310685,19,0.5005252601378438,0
Lagree Loyalist,Heated Mat Pilates,7,83,0.08243220734421663,16,0.5382897177595052,1
Balanced Burner,Boxing,6,26,0.9958379713087318,5,0.5495249267981311,0
Mindful Muse,Lagree,14,31,0.730859858556185,24,0.22414785666721163,1
Lagree Loyalist,Heated Mat Pilates,11,56,0.6729398479771562,18,0.46798483794146095,0
Lagree Loyalist,Reformer Pilates,16,48,0.32400132305221796,12,0.3771649230771965,0
Lagree Loyalist,Boxing,6,49,0.3751254245162058,8,0.6311317855293626,0
HIIT Hustler,HIIT,11,12,0.3600626281470437,9,0.5154997293398299,1
Lagree Loyalist,Heated Mat Pilates,17,67,0.8389281778726911,15,0.4327492233898848,1
Boxing Baddie,Yoga Sculpt,14,47,0.5184392793722282,29,0.1696964138953261,1
Pilates Princess,Lagree,20,59,0.9166260295396247,11,0.40210858689437645,1
Pilates Princess,Reformer Pilates,14,77,0.5128376506415664,17,0.6157195182927026,1
Lagree Loyalist,Lagree,10,5,0.11472479493619248,13,0.5643498572142317,1
Balanced Burner,Lagree,19,66,0.37583795001438003,28,0.12161244284311974,0
Pilates Princess,Lagree,6,93,0.5128184946296733,17,0.5966219008170381,1
Mindful Muse,Yoga Sculpt,10,41,0.7225355994735572,24,0.4837592751285575,0
Mindful Muse,HIIT,15,75,0.6419811566738599,18,0.31148036423162967,1
Balanced Burner,Heated Mat Pilates,10,5,0.7765202728519295,23,0.4032253660014392,1
Mindful Muse,Yoga Sculpt,7,24,0.22229793938862996,3,0.7156365343102595,1
Boxing Baddie,Boxing,8,90,0.9735875081716071,5,0.8185855551968139,1
Balanced Burner,HIIT,9,98,0.6200578662368821,22,0.3443468138652218,0
Mindful Muse,Reformer Pilates,8,48,0.6985787754495776,3,0.5932534653594833,1
Lagree Loyalist,Heated Mat Pilates,8,34,0.04653014783468867,27,0.29109292410639137,0
Mindful Muse,HIIT,8,6,0.7709911508548398,0,0.5755169147209038,1
Lagree Loyalist,Reformer Pilates,20,83,0.21996744092353182,11,0.3649323498300492,1
Mindful Muse,Boxing,7,73,0.6957234066357776,10,0.5637239171749034,1
Mindful Muse,Heated Mat Pilates,11,10,0.5918583461926159,19,0.2822644758201991,1
Mindful Muse,Boxing,14,59,0.560490065614209,13,0.35622104609301886,0
Lagree Loyalist,Reformer Pilates,18,6,0.995182874803989,19,0.2799135890290526,0
Mindful Muse,Yoga Sculpt,16,79,0.6038250141263827,21,0.4465870824761696,1
Mindful Muse,Reformer Pilates,16,66,0.5052465805993893,0,0.4795360958207124,1
Boxing Baddie,Boxing,6,24,0.7744860984130232,11,0.6622289513961093,0
HIIT Hustler,Lagree,16,86,0.6145522377295078,26,0.19882819076367622,1
Lagree Loyalist,Yoga Sculpt,7,91,0.1322902019996529,11,0.6218420417930532,0
Boxing Baddie,Reformer Pilates,15,84,0.882563685232822,19,0.34237726845271765,0
Pilates Princess,Yoga Sculpt,20,3,0.5980135781618197,20,0.21653177354725053,0
Balanced Burner,Heated Mat Pilates,11,50,0.43435422543916546,28,0.3544137661070767,0
HIIT Hustler,Lagree,6,42,0.34411602119066176,27,0.26254836501558576,0
Boxing Baddie,Lagree,15,44,0.39576362331677883,8,0.3304571453281934,0
Boxing Baddie,Reformer Pilates,20,42,0.5693583860874658,10,0.2428126036007179,0
Mindful Muse,Heated Mat Pilates,19,7,0.6542145072833393,27,0.12278532967119994,1
Pilates Princess,Yoga Sculpt,12,49,0.7885580719627934,16,0.469856358431741,0
Pilates Princess,Reformer Pilates,8,93,0.8304002725205568,26,0.6770396189779029,1
Mindful Muse,HIIT,11,99,0.7204185695862192,24,0.35483972350723214,0
Boxing Baddie,Reformer Pilates,8,59,0.7067332918598863,5,0.5730648224785762,1
Boxing Baddie,HIIT,17,30,0.22472706284718624,27,0.1163316695799103,0
Mindful Muse,Lagree,11,31,0.908393616032024,9,0.4549617680068019,0
HIIT Hustler,Reformer Pilates,9,36,0.07517121716648345,16,0.3003884809298672,0
Lagree Loyalist,Reformer Pilates,14,99,0.8209691453762853,8,0.6375119438772469,1
HIIT Hustler,Lagree,8,99,0.8624891010003283,7,0.5894632023479661,1
Lagree Loyalist,Yoga Sculpt,16,37,0.789548781566324,27,0.257257721039387,0
Pilates Princess,Boxing,20,97,0.6380775981626068,26,0.2504974083299709,0
Balanced Burner,Reformer Pilates,10,93,0.834374140168199,12,0.45395885646693385,0
Mindful Muse,Heated Mat Pilates,11,26,0.6771093151230653,28,0.2221542509283778,1
HIIT Hustler,Boxing,15,50,0.8806792128361507,2,0.42903332811547173,0
Pilates Princess,Lagree,6,62,0.38190564696362084,20,0.5052380142387495,1
HIIT Hustler,Yoga Sculpt,12,7,0.9182370454071684,20,0.2252152065346551,1
Boxing Baddie,Boxing,14,97,0.2494573907008456,24,0.44465982441452645,0
Lagree Loyalist,Lagree,11,78,0.7656246748659113,17,0.7217933718281583,1
Mindful Muse,Lagree,20,52,0.034342063936317335,9,0.24522136498852953,0
Boxing Baddie,Yoga Sculpt,15,92,0.762587139353216,11,0.440112269435231,0
Lagree Loyalist,Boxing,18,6,0.2577391696744634,10,0.28143462677086395,0
Boxing Baddie,Yoga Sculpt,9,67,0.9970010660927114,13,0.5078744821290794,0
Lagree Loyalist,Yoga Sculpt,18,46,0.5526356552244794,15,0.3339399585371479,1
Lagree Loyalist,Boxing,12,98,0.5821419652211498,25,0.43125936482252125,1
Boxing Baddie,Boxing,17,47,0.2086126021634479,21,0.31373962285082796,0
Pilates Princess,Heated Mat Pilates,9,7,0.14810440391854895,19,0.3633281859152584,0
Mindful Muse,HIIT,18,86,0.23208374737798854,19,0.23484252106965278,0
Balanced Burner,Boxing,14,30,0.5336069427782396,3,0.3870052963709641,1
HIIT Hustler,Boxing,13,47,0.1534516424596305,28,0.15909669605054358,1
Lagree Loyalist,Lagree,16,25,0.35516004863202844,20,0.43366732299285704,0
Mindful Muse,Reformer Pilates,6,79,0.46256423971354,14,0.5197461487161703,1
HIIT Hustler,HIIT,8,42,0.8935392997706186,7,0.6839667314477009,1
Mindful Muse,Reformer Pilates,6,49,0.0970384764360066,5,0.5505307549214644,1
Boxing Baddie,Reformer Pilates,18,54,0.4081770846844096,8,0.29945143163280075,0
HIIT Hustler,Reformer Pilates,18,20,0.6177798445717624,1,0.3176340753435882,1
Mindful Muse,Heated Mat Pilates,18,12,0.5692419500666862,0,0.3681170483897272,0
Balanced Burner,Heated Mat Pilates,19,53,0.7525273839245229,2,0.5425861255536243,0
Mindful Muse,HIIT,16,50,0.3960374363555952,7,0.3608711689987333,1
Mindful Muse,Yoga Sculpt,6,4,0.0150758182989158,20,0.48751018061188256,1
Lagree Loyalist,Heated Mat Pilates,12,74,0.4619970041201156,4,0.6246184956098924,0
Lagree Loyalist,Lagree,17,51,0.14553202616353267,28,0.3396889234519109,0
Lagree Loyalist,HIIT,12,0,0.29613485292608155,4,0.454546066582615,0
Boxing Baddie,Lagree,19,9,0.022818838030018607,5,0.20139624178159,0
Mindful Muse,Reformer Pilates,14,81,0.7193034814446506,24,0.2796338395556134,1
Balanced Burner,Lagree,6,77,0.12987180987134062,12,0.4610693440059125,0
HIIT Hustler,Heated Mat Pilates,7,39,0.91156382316293,6,0.521603827585395,1
Lagree Loyalist,Lagree,14,69,0.8815428541183541,20,0.6366667052173298,1
Pilates Princess,Reformer Pilates,19,22,0.26046497952558934,5,0.5671499799727377,1
Mindful Muse,Reformer Pilates,17,26,0.7295717278228849,19,0.22060033995380432,0
Balanced Burner,Heated Mat Pilates,14,65,0.6206452697990551,14,0.49779840946324294,1
Balanced Burner,HIIT,15,16,0.4701031453023321,16,0.21772576408446814,0
Lagree Loyalist,Yoga Sculpt,7,88,0.5270841253721427,16,0.6130735941422351,1
Boxing Baddie,Boxing,9,28,0.15620588678011993,26,0.3566584746480342,0
Lagree Loyalist,HIIT,12,1,0.9819771019702239,8,0.5092954941554841,1
Boxing Baddie,Yoga Sculpt,19,74,0.8345081727626766,19,0.25223153920671176,1
Pilates Princess,Boxing,6,76,0.6639036699424116,25,0.4954880812167661,0
Pilates Princess,Heated Mat Pilates,18,56,0.9593104575132263,16,0.3821707158278976,1
Lagree Loyalist,Heated Mat Pilates,18,78,0.9823572456080022,12,0.49335397828556576,1
HIIT Hustler,Heated Mat Pilates,7,67,0.26782251384470457,20,0.3519101981153553,0
Lagree Loyalist,Reformer Pilates,17,8,0.6237602134141844,0,0.46960156878113435,0
Lagree Loyalist,HIIT,10,33,0.36349621387093933,18,0.3970188269050925,0
Balanced Burner,Yoga Sculpt,15,97,0.916173790158688,24,0.24229321421463784,0
Lagree Loyalist,HIIT,7,49,0.29001760990898084,6,0.6238707933555857,0
Lagree Loyalist,Yoga Sculpt,11,34,0.7480392100275857,0,0.6549395960553787,1
Lagree Loyalist,Lagree,6,94,0.9430823978134902,5,0.8991530676817973,1
HIIT Hustler,HIIT,11,32,0.8187479157368058,7,0.6081695231229475,1
Balanced Burner,Lagree,17,33,0.3078843495084538,22,0.15412147193659984,0
Mindful Muse,Heated Mat Pilates,10,86,0.13819989893805784,9,0.48033014643063654,1
Mindful Muse,Reformer Pilates,14,26,0.035402456578124575,22,0.19002634263497264,0
Mindful Muse,Reformer Pilates,13,53,0.32236371638661265,9,0.3910133810075207,1
Mindful Muse,Boxing,16,37,0.8342141869286811,24,0.21010139771668848,1
Balanced Burner,HIIT,13,54,0.11466100364516274,12,0.3024619248591802,0
Lagree Loyalist,Lagree,17,64,0.19487838943048053,9,0.603226469956344,1
Mindful Muse,Lagree,15,87,0.16876847981964782,9,0.38686897004123616,1
Lagree Loyalist,Yoga Sculpt,14,55,0.6402958391404989,6,0.5508677819389383,0
Mindful Muse,HIIT,10,46,0.04759734831950502,23,0.25827357954065056,0
HIIT Hustler,HIIT,15,81,0.6324051234702027,29,0.33330416010525404,1
Lagree Loyalist,Lagree,15,77,0.362096304866272,4,0.7375469973489458,0
Balanced Burner,Boxing,12,56,0.8756558195834908,21,0.2754183470599961,0
Boxing Baddie,Boxing,18,34,0.716111780529858,23,0.30450334919665256,0
HIIT Hustler,Lagree,8,59,0.7125394486355832,0,0.5955029344644869,1
Boxing Baddie,Boxing,11,5,0.6360867420383124,26,0.32806350569221493,0
HIIT Hustler,Reformer Pilates,17,2,0.8851081022222503,11,0.22609960063901188,0
Balanced Burner,HIIT,13,95,0.847877036936941,4,0.4973408028427752,0
HIIT Hustler,Reformer Pilates,9,67,0.3761884365950321,22,0.30192593488925507,0
Lagree Loyalist,Heated Mat Pilates,15,44,0.7253591860727419,27,0.2763210404258149,1
Pilates Princess,Heated Mat Pilates,6,6,0.02358448371956834,12,0.4904492223148745,0
Pilates Princess,Lagree,20,66,0.2068347958494018,21,0.22853840821397298,0
Mindful Muse,Yoga Sculpt,8,66,0.5114633089266151,20,0.5891821170014383,0
Mindful Muse,Lagree,16,16,0.762107562072686,19,0.2263290088513592,1
Lagree Loyalist,HIIT,12,37,0.7518459406542726,19,0.41025956961195414,0
Balanced Burner,Lagree,15,46,0.8310106902340706,27,0.17211708107909054,0
Lagree Loyalist,Reformer Pilates,11,64,0.3514801217264101,7,0.572703033550803,1
Mindful Muse,Lagree,6,65,0.2178531074046911,3,0.6099593242631425,0
HIIT Hustler,Reformer Pilates,19,0,0.8009513250440042,12,0.18547053077125045,0
Boxing Baddie,Heated Mat Pilates,11,10,0.5211954614541623,19,0.23515968683150415,0
Lagree Loyalist,Boxing,18,61,0.06307203516721915,17,0.2760467108597168,0
Lagree Loyalist,Reformer Pilates,11,8,0.0066807545429217186,0,0.4970021491049007,1
Balanced Burner,Boxing,18,4,0.9313510749758166,19,0.16930024642500233,0
Mindful Muse,HIIT,7,39,0.828323459484964,7,0.5634878062564691,0
Lagree Loyalist,Lagree,11,56,0.6026285517308385,28,0.5323490331040182,1
HIIT Hustler,HIIT,20,32,0.9572780785319476,24,0.2518411902624403,0
Boxing Baddie,Reformer Pilates,14,37,0.33198318081965983,9,0.31626100739967067,1
HIIT Hustler,Reformer Pilates,13,55,0.6873915369670517,9,0.3778268193004659,1
Pilates Princess,Reformer Pilates,16,82,0.7366063307142714,8,0.7106006778074864,1
Mindful Muse,Reformer Pilates,8,29,0.9123838258518481,23,0.34275375654225304,0
HIIT Hustler,Reformer Pilates,8,32,0.1556589564703691,3,0.47020974718270286,1
Balanced Burner,Lagree,17,84,0.4736583137574799,3,0.38985957964726325,0
Boxing Baddie,Yoga Sculpt,16,39,0.87194230762174,4,0.40298838077386967,0
Mindful Muse,HIIT,20,67,0.7822357614150509,13,0.281890028603841,0
HIIT Hustler,Heated Mat Pilates,10,21,0.5715663306098429,10,0.3585805935342429,0
Lagree Loyalist,Heated Mat Pilates,12,85,0.07854188984942634,27,0.31370061759379525,0
Mindful Muse,HIIT,6,22,0.04928358730795368,5,0.5054281454636864,0
HIIT Hustler,Lagree,8,72,0.6061214249506921,6,0.536394625517233,0
Lagree Loyalist,HIIT,11,21,0.32874932411676816,26,0.2660512184373242,0
Pilates Princess,Reformer Pilates,7,60,0.29638059799806615,19,0.6765999977671134,1
Boxing Baddie,Yoga Sculpt,19,35,0.19605074557043245,22,0.12932111870217458,0
Mindful Muse,HIIT,7,0,0.8717767316726293,6,0.5221631405097312,1
Mindful Muse,Boxing,10,75,0.6684972679452145,25,0.32462419523602487,1
HIIT Hustler,Lagree,16,95,0.8018111630126987,24,0.2360503685793443,0
Pilates Princess,Reformer Pilates,18,66,0.7292028834255165,0,0.7416575228646172,1
Balanced Burner,HIIT,10,24,0.2854244022547956,23,0.22367577483406723,1
HIIT Hustler,HIIT,18,82,0.9194959011756709,21,0.39170493484583296,0
HIIT Hustler,Reformer Pilates,17,68,0.9654788309739316,14,0.2902116483363703,0
Balanced Burner,Lagree,8,92,0.6557857620607863,13,0.46673315076755734,1
Balanced Burner,Yoga Sculpt,15,62,0.8142804365886569,17,0.26978456597036315,0
Balanced Burner,Yoga Sculpt,19,80,0.5073413525437599,3,0.3502825198043218,0
Boxing Baddie,Reformer Pilates,9,50,0.5556344857042257,9,0.46451407235176884,0
Balanced Burner,Heated Mat Pilates,10,21,0.5690498015597542,21,0.43185542312842,1
Balanced Burner,Lagree,15,56,0.22649542842844617,24,0.17479018384346495,0
Lagree Loyalist,Heated Mat Pilates,11,7,0.7800497146417387,8,0.5110056792625378,0
Lagree Loyalist,Boxing,20,93,0.8044456876772897,2,0.5809482867455329,1
Balanced Burner,Heated Mat Pilates,10,42,0.4824155126456836,3,0.6692344550644701,1
Boxing Baddie,Heated Mat Pilates,17,55,0.3488640775548797,26,0.15570116229995987,0
Boxing Baddie,Lagree,14,20,0.6840662362048345,5,0.36633623643972457,1
Pilates Princess,Heated Mat Pilates,18,6,0.5482741772884708,27,0.18454349393927072,0
Boxing Baddie,Reformer Pilates,18,19,0.01773330313217636,8,0.2042186305244378,1
Pilates Princess,HIIT,11,63,0.916749583867566,11,0.5850100666135366,0
Balanced Burner,Reformer Pilates,15,12,0.7431348457261836,25,0.15881661152690452,0
Boxing Baddie,HIIT,7,99,0.48994944475328583,23,0.43191916338869124,1
Lagree Loyalist,Yoga Sculpt,10,72,0.8861683660808027,26,0.4520728550510501,0
Pilates Princess,Heated Mat Pilates,16,13,0.9696133618481289,16,0.370471800556082,0
Lagree Loyalist,Yoga Sculpt,15,15,0.18064287738314722,27,0.17922393240749795,0
HIIT Hustler,Yoga Sculpt,14,46,0.8020440910514556,7,0.3758063265322036,0
Lagree Loyalist,Lagree,6,15,0.8059557867183694,19,0.6842934000605847,1
Balanced Burner,Heated Mat Pilates,18,14,0.31478988946479747,3,0.4686504192118864,1
Boxing Baddie,Yoga Sculpt,15,66,0.04740143911604544,4,0.3817093308293128,0
Boxing Baddie,HIIT,6,4,0.03231955835203848,19,0.2539149523675864,0
Mindful Muse,HIIT,9,4,0.6195492942483768,27,0.23179909233233056,1
Balanced Burner,Boxing,12,44,0.830996646658063,26,0.21573418191813992,0
HIIT Hustler,Lagree,19,88,0.08604797850141455,23,0.16407906657670887,0
Boxing Baddie,Yoga Sculpt,19,99,0.3153326194153655,17,0.2647676952573086,0
Lagree Loyalist,Yoga Sculpt,14,90,0.9808602892680732,0,0.7287947392376741,1
Pilates Princess,Yoga Sculpt,7,90,0.3742239626413879,13,0.6051838257877966,1
Balanced Burner,Boxing,18,89,0.7523869123454137,0,0.43308289852352055,0
Boxing Baddie,Boxing,14,13,0.27257200745508103,27,0.24662131208725227,1
Pilates Princess,Lagree,18,64,0.24565295969025258,15,0.3214374882876512,0
Lagree Loyalist,Heated Mat Pilates,9,89,0.5694461814491473,12,0.6303381398149591,0
Boxing Baddie,Yoga Sculpt,19,43,0.4202835450509491,27,0.1220822162445926,1
HIIT Hustler,Boxing,6,35,0.6826967304714634,20,0.34746723473863816,0
Balanced Burner,Yoga Sculpt,12,17,0.39332820781573885,16,0.25788288159929984,0
Pilates Princess,Reformer Pilates,10,86,0.40788630766555156,21,0.6419742203892449,0
Boxing Baddie,HIIT,6,71,0.7284845333936323,3,0.6622287763629354,0
Balanced Burner,Boxing,19,49,0.07096088410910895,17,0.16746348785637344,0
Boxing Baddie,Heated Mat Pilates,6,92,0.48356081275393037,3,0.6769478352930193,0
Balanced Burner,Heated Mat Pilates,15,43,0.8408987738806804,4,0.5907990609213893,0
Pilates Princess,Heated Mat Pilates,19,57,0.02059249595345214,25,0.18622871939331134,0
HIIT Hustler,Yoga Sculpt,7,83,0.495518843791101,21,0.3821708160310902,1
Balanced Burner,Reformer Pilates,12,80,0.10250950207844467,0,0.49268873381728634,0
HIIT Hustler,Heated Mat Pilates,20,43,0.8751555281418312,16,0.1920951698555468,0
HIIT Hustler,Lagree,12,0,0.12548002545838222,15,0.2188542118153769,0
Lagree Loyalist,Lagree,8,78,0.3617044540599983,21,0.6794014935349505,1
Boxing Baddie,Boxing,7,70,0.708844222453822,3,0.7980936726902642,1
Pilates Princess,HIIT,20,77,0.1138413129774023,8,0.3639919789316728,1
Lagree Loyalist,Reformer Pilates,15,1,0.8165211950259894,2,0.49947817944335193,1
Mindful Muse,Heated Mat Pilates,16,7,0.1792079523422806,8,0.2756152466845437,1
Boxing Baddie,Reformer Pilates,13,91,0.14477495526398387,8,0.4381650340573892,1
Lagree Loyalist,Lagree,12,9,0.5687753568534213,1,0.7317000741391108,1
Balanced Burner,Boxing,16,8,0.8137737761078571,14,0.2322111154515918,1
Balanced Burner,Heated Mat Pilates,14,6,0.14944742612028084,23,0.29004494486003335,0
Balanced Burner,Yoga Sculpt,14,48,0.15326199875574142,28,0.15007392100936018,0
